depth,width,num_parameters,R_test,eq_error,test_error
2,23,1432,20,8.77584171295166,28.306421279907227
2,23,1432,40,40.648372650146484,186.59385681152344
2,24,1542,5,0.172691211104393,0.11174244433641434
2,24,1542,10,1.2927601337432861,2.0338354110717773
2,24,1542,20,8.630976676940918,29.329120635986328
2,24,1542,40,38.16546630859375,189.82537841796875
2,25,1656,5,0.17543278634548187,0.11581607908010483
2,25,1656,10,1.1844762563705444,2.1152379512786865
2,25,1656,20,7.833207607269287,32.374820709228516
2,25,1656,40,34.928401947021484,203.44639587402344
2,26,1774,5,0.13927319645881653,0.09030745923519135
2,26,1774,10,0.9762166738510132,1.7751755714416504
2,26,1774,20,7.079029083251953,26.058134078979492
2,26,1774,40,33.114898681640625,176.6065673828125
2,27,1896,5,0.16017277538776398,0.10140028595924377
2,27,1896,10,1.0699381828308105,2.0979502201080322
2,27,1896,20,7.161144733428955,31.274337768554688
2,27,1896,40,35.227699279785156,208.97332763671875
2,28,2022,5,0.1409449428319931,0.08955463767051697
2,28,2022,10,0.9829544425010681,2.1636877059936523
2,28,2022,20,6.378159999847412,31.1569881439209
2,28,2022,40,28.536334991455078,193.3118438720703
2,29,2152,5,0.15032143890857697,0.09762267023324966
2,29,2152,10,0.9698938727378845,2.0483241081237793
2,29,2152,20,5.904397964477539,30.446414947509766
2,29,2152,40,23.1070499420166,193.7745819091797
2,30,2286,5,0.12311109900474548,0.07877537608146667
2,30,2286,10,0.8942238092422485,1.900390386581421
2,30,2286,20,6.157778739929199,31.022279739379883
2,30,2286,40,27.6318416595459,201.29592895507812
2,31,2424,5,0.11928091943264008,0.07722215354442596
2,31,2424,10,0.8049357533454895,1.7910665273666382
2,31,2424,20,5.9391655921936035,27.77138900756836
2,31,2424,40,26.30288314819336,182.7228546142578
2,32,2566,5,0.11321287602186203,0.07083141058683395
2,32,2566,10,0.8119459748268127,1.671120047569275
2,32,2566,20,6.0433783531188965,27.57389259338379
2,32,2566,40,28.361066818237305,185.34286499023438
2,33,2712,5,0.10361455380916595,0.06641693413257599
2,33,2712,10,0.7198761701583862,1.6464390754699707
2,33,2712,20,5.196996688842773,26.58997917175293
2,33,2712,40,23.386280059814453,184.2137908935547
2,34,2862,5,0.10498692840337753,0.06446986645460129
2,34,2862,10,0.7624001502990723,1.6484464406967163
2,34,2862,20,5.815377712249756,26.534912109375
2,34,2862,40,27.82091522216797,182.35382080078125
2,35,3016,5,0.09811125695705414,0.06046250835061073
2,35,3016,10,0.8664565086364746,1.4714653491973877
2,35,3016,20,6.566584587097168,25.591726303100586
2,35,3016,40,30.933612823486328,177.7704620361328
